product_id,sku,category,subcategory,brand,unit_cost
99,SKU-00099,Dairy,Milk,GreenLine,7.26
100,SKU-00100,Snacks,Biscuits,UrbanTaste,20.6
101,SKU-00101,Grocery,Rice,UrbanTaste,5.49
102,SKU-00102,Beverage,Soda,Sunrise,29.64
103,SKU-00103,PersonalCare,Shampoo,UrbanTaste,32.95
104,SKU-00104,PersonalCare,Shampoo,UrbanTaste,35.02
105,SKU-00105,Grocery,Rice,NovaFresh,31.41
106,SKU-00106,Frozen,Pizza,AlphaFoods,32.18
107,SKU-00107,Snacks,Nuts,GreenLine,33.72
108,SKU-00108,PersonalCare,Shampoo,NovaFresh,2.12
109,SKU-00109,Beverage,Water,PureLife,24.35
110,SKU-00110,Frozen,Dessert,NovaFresh,9.47
111,SKU-00111,Dairy,Milk,PureLife,6.32
112,SKU-00112,Grocery,Oil,UrbanTaste,27.89
113,SKU-00113,PersonalCare,Toothpaste,AlphaFoods,14.64
114,SKU-00114,Grocery,Pasta,Sunrise,16.19
115,SKU-00115,Frozen,Veg,Sunrise,23.93
116,SKU-00116,Beverage,Soda,GreenLine,16.41
117,SKU-00117,Snacks,Chips,PureLife,7.88
118,SKU-00118,PersonalCare,Shampoo,PureLife,7.39
119,SKU-00119,Beverage,Juice,PureLife,38.81
120,SKU-00120,Grocery,Oil,GreenLine,2.66
121,SKU-00121,PersonalCare,Shampoo,AlphaFoods,37.64
122,SKU-00122,Frozen,Dessert,PureLife,6.44
123,SKU-00123,Grocery,Pasta,PureLife,27.18
124,SKU-00124,Snacks,Biscuits,Sunrise,7.56
125,SKU-00125,PersonalCare,Soap,UrbanTaste,34.86
126,SKU-00126,Grocery,Rice,AlphaFoods,25.85
127,SKU-00127,Snacks,Chips,NovaFresh,14.23
128,SKU-00128,Snacks,Biscuits,Sunrise,8.17
129,SKU-00129,Dairy,Cheese,Sunrise,36.07
130,SKU-00130,Beverage,Soda,AlphaFoods,24.88
131,SKU-00131,Beverage,Water,NovaFresh,38.03
132,SKU-00132,Beverage,Water,NovaFresh,18.13
133,SKU-00133,Grocery,Rice,PureLife,1.97
134,SKU-00134,Snacks,Chips,UrbanTaste,24.61
135,SKU-00135,Beverage,Water,GreenLine,20.47
136,SKU-00136,Snacks,Chips,PureLife,23.98
137,SKU-00137,PersonalCare,Shampoo,PureLife,7.77
138,SKU-00138,Snacks,Biscuits,PureLife,14.46
139,SKU-00139,Frozen,Dessert,Sunrise,8.64
140,SKU-00140,PersonalCare,Soap,AlphaFoods,7.68
141,SKU-00141,Dairy,Yogurt,Sunrise,23.21
142,SKU-00142,Grocery,Oil,NovaFresh,29.16
143,SKU-00143,Grocery,Pasta,AlphaFoods,13.29
144,SKU-00144,Grocery,Oil,AlphaFoods,8.91
145,SKU-00145,Frozen,Dessert,NovaFresh,18.87
146,SKU-00146,Dairy,Cheese,Sunrise,9.7
147,SKU-00147,Beverage,Juice,AlphaFoods,22.47
148,SKU-00148,Snacks,Nuts,AlphaFoods,8.29
149,SKU-00149,Beverage,Juice,PureLife,11.35
150,SKU-00150,Grocery,Oil,GreenLine,39.27
151,SKU-00151,Dairy,Milk,Sunrise,7.23
152,SKU-00152,PersonalCare,Shampoo,UrbanTaste,27.37
153,SKU-00153,Frozen,Dessert,NovaFresh,25.44
154,SKU-00154,Dairy,Milk,AlphaFoods,14.09
155,SKU-00155,PersonalCare,Shampoo,AlphaFoods,27.26
156,SKU-00156,Snacks,Chips,PureLife,20.55
157,SKU-00157,PersonalCare,Shampoo,PureLife,23.09
158,SKU-00158,Frozen,Pizza,AlphaFoods,6.91
159,SKU-00159,Dairy,Cheese,GreenLine,10.89
160,SKU-00160,Frozen,Dessert,NovaFresh,25.8
161,SKU-00161,Beverage,Juice,AlphaFoods,8.71
162,SKU-00162,Dairy,Cheese,Sunrise,30.32
163,SKU-00163,Frozen,Dessert,Sunrise,28.03
164,SKU-00164,PersonalCare,Shampoo,GreenLine,12.89
165,SKU-00165,Dairy,Yogurt,PureLife,14.21
166,SKU-00166,PersonalCare,Toothpaste,UrbanTaste,15.68
167,SKU-00167,Frozen,Veg,PureLife,2.23
168,SKU-00168,Beverage,Juice,GreenLine,26.0
169,SKU-00169,Grocery,Rice,PureLife,38.52
170,SKU-00170,Beverage,Soda,Sunrise,4.31
171,SKU-00171,Dairy,Milk,GreenLine,29.11
172,SKU-00172,PersonalCare,Shampoo,Sunrise,20.1
173,SKU-00173,Dairy,Yogurt,AlphaFoods,30.75
174,SKU-00174,Dairy,Yogurt,PureLife,17.35
175,SKU-00175,Frozen,Dessert,Sunrise,25.28
176,SKU-00176,Frozen,Veg,UrbanTaste,5.25
177,SKU-00177,Grocery,Pasta,Sunrise,12.59
178,SKU-00178,Dairy,Yogurt,Sunrise,5.99
179,SKU-00179,Grocery,Pasta,PureLife,16.28
180,SKU-00180,PersonalCare,Shampoo,NovaFresh,33.27
181,SKU-00181,PersonalCare,Toothpaste,UrbanTaste,13.1
182,SKU-00182,Frozen,Veg,NovaFresh,32.52
183,SKU-00183,Snacks,Biscuits,UrbanTaste,39.42
184,SKU-00184,Grocery,Rice,AlphaFoods,17.56
185,SKU-00185,Beverage,Juice,Sunrise,32.44
186,SKU-00186,Frozen,Veg,PureLife,4.78
187,SKU-00187,Dairy,Milk,AlphaFoods,26.32
188,SKU-00188,Snacks,Biscuits,Sunrise,36.4
189,SKU-00189,Beverage,Soda,AlphaFoods,21.71
190,SKU-00190,PersonalCare,Shampoo,GreenLine,39.38
191,SKU-00191,Dairy,Yogurt,AlphaFoods,5.63
192,SKU-00192,Dairy,Milk,GreenLine,38.64
193,SKU-00193,PersonalCare,Toothpaste,AlphaFoods,23.13
194,SKU-00194,Grocery,Oil,NovaFresh,30.92
195,SKU-00195,Grocery,Pasta,UrbanTaste,1.25
196,SKU-00196,PersonalCare,Toothpaste,AlphaFoods,21.76
197,SKU-00197,PersonalCare,Toothpaste,NovaFresh,30.08
198,SKU-00198,Beverage,Soda,GreenLine,17.36
199,SKU-00199,PersonalCare,Soap,Sunrise,19.3
200,SKU-00200,PersonalCare,Shampoo,Sunrise,30.5
201,SKU-00201,Grocery,Rice,GreenLine,30.8
202,SKU-00202,PersonalCare,Soap,AlphaFoods,35.95
203,SKU-00203,Snacks,Nuts,GreenLine,3.56
204,SKU-00204,Dairy,Yogurt,UrbanTaste,14.99
205,SKU-00205,Beverage,Juice,UrbanTaste,5.44
206,SKU-00206,Dairy,Yogurt,Sunrise,20.6
207,SKU-00207,Beverage,Soda,UrbanTaste,39.36
208,SKU-00208,Grocery,Oil,AlphaFoods,20.07
209,SKU-00209,Grocery,Pasta,AlphaFoods,39.78
210,SKU-00210,Beverage,Juice,UrbanTaste,24.48
211,SKU-00211,Snacks,Chips,Sunrise,13.75
212,SKU-00212,Grocery,Oil,GreenLine,26.4
213,SKU-00213,Frozen,Dessert,AlphaFoods,5.0
214,SKU-00214,Grocery,Rice,NovaFresh,13.93
215,SKU-00215,Grocery,Oil,UrbanTaste,24.24
216,SKU-00216,Frozen,Dessert,PureLife,12.88
217,SKU-00217,PersonalCare,Shampoo,GreenLine,13.48
218,SKU-00218,Frozen,Veg,PureLife,1.61
219,SKU-00219,Dairy,Yogurt,GreenLine,2.23
220,SKU-00220,PersonalCare,Toothpaste,Sunrise,37.8
221,SKU-00221,Beverage,Juice,PureLife,8.54
222,SKU-00222,Snacks,Nuts,AlphaFoods,13.65
223,SKU-00223,PersonalCare,Soap,NovaFresh,13.47
224,SKU-00224,Beverage,Water,GreenLine,33.69
225,SKU-00225,Frozen,Dessert,GreenLine,28.7
226,SKU-00226,Snacks,Biscuits,GreenLine,27.51
227,SKU-00227,Grocery,Oil,PureLife,35.22
228,SKU-00228,Snacks,Biscuits,PureLife,10.16
229,SKU-00229,Snacks,Chips,Sunrise,5.74
230,SKU-00230,Dairy,Yogurt,UrbanTaste,3.34
231,SKU-00231,Frozen,Dessert,AlphaFoods,9.97
232,SKU-00232,Frozen,Dessert,AlphaFoods,3.83
233,SKU-00233,PersonalCare,Shampoo,GreenLine,10.99
234,SKU-00234,Beverage,Soda,UrbanTaste,11.57
235,SKU-00235,Beverage,Juice,NovaFresh,17.89
236,SKU-00236,Beverage,Juice,UrbanTaste,31.14
237,SKU-00237,Dairy,Yogurt,Sunrise,6.0
238,SKU-00238,Grocery,Rice,Sunrise,31.4
239,SKU-00239,Frozen,Dessert,UrbanTaste,20.65
240,SKU-00240,Beverage,Water,UrbanTaste,38.61
241,SKU-00241,Beverage,Water,GreenLine,12.61
242,SKU-00242,PersonalCare,Toothpaste,UrbanTaste,10.08
243,SKU-00243,Dairy,Yogurt,AlphaFoods,34.51
244,SKU-00244,Beverage,Soda,NovaFresh,15.46
245,SKU-00245,PersonalCare,Toothpaste,Sunrise,0.65
246,SKU-00246,Snacks,Biscuits,GreenLine,24.48
247,SKU-00247,Dairy,Milk,GreenLine,22.44
248,SKU-00248,Dairy,Cheese,GreenLine,22.61
249,SKU-00249,Snacks,Biscuits,GreenLine,36.78
250,SKU-00250,PersonalCare,Toothpaste,GreenLine,39.28
251,SKU-00251,Beverage,Soda,GreenLine,22.65
252,SKU-00252,Snacks,Biscuits,UrbanTaste,13.8
253,SKU-00253,Beverage,Juice,Sunrise,24.46
254,SKU-00254,PersonalCare,Toothpaste,GreenLine,2.71
255,SKU-00255,PersonalCare,Toothpaste,Sunrise,30.51
256,SKU-00256,Frozen,Dessert,NovaFresh,13.0
257,SKU-00257,Grocery,Oil,AlphaFoods,9.13
258,SKU-00258,Frozen,Veg,Sunrise,22.16
259,SKU-00259,Frozen,Veg,NovaFresh,12.2
260,SKU-00260,Dairy,Milk,UrbanTaste,34.76
261,SKU-00261,Dairy,Cheese,GreenLine,31.98
262,SKU-00262,Frozen,Pizza,GreenLine,37.98
263,SKU-00263,Beverage,Soda,AlphaFoods,25.17
264,SKU-00264,Grocery,Pasta,UrbanTaste,29.96
265,SKU-00265,PersonalCare,Soap,AlphaFoods,17.63
266,SKU-00266,Snacks,Nuts,PureLife,19.35
267,SKU-00267,Dairy,Cheese,Sunrise,32.32
268,SKU-00268,Snacks,Biscuits,Sunrise,6.2
269,SKU-00269,PersonalCare,Soap,AlphaFoods,20.86
270,SKU-00270,Grocery,Oil,NovaFresh,19.01
271,SKU-00271,Beverage,Water,PureLife,35.97
272,SKU-00272,Grocery,Rice,PureLife,35.96
273,SKU-00273,Beverage,Soda,NovaFresh,31.15
274,SKU-00274,Grocery,Rice,PureLife,10.57
275,SKU-00275,PersonalCare,Toothpaste,NovaFresh,8.68
276,SKU-00276,Snacks,Nuts,GreenLine,35.28
277,SKU-00277,PersonalCare,Shampoo,AlphaFoods,23.61
278,SKU-00278,Frozen,Veg,AlphaFoods,21.73
279,SKU-00279,Snacks,Nuts,NovaFresh,14.49
280,SKU-00280,Grocery,Rice,AlphaFoods,7.57
281,SKU-00281,Beverage,Juice,PureLife,24.4
282,SKU-00282,Snacks,Nuts,NovaFresh,7.88
283,SKU-00283,Frozen,Pizza,AlphaFoods,38.5
284,SKU-00284,Dairy,Yogurt,NovaFresh,14.58
285,SKU-00285,Beverage,Juice,PureLife,39.2
286,SKU-00286,Frozen,Pizza,AlphaFoods,3.58
287,SKU-00287,Dairy,Milk,Sunrise,12.32
288,SKU-00288,Grocery,Pasta,AlphaFoods,26.52
289,SKU-00289,Dairy,Yogurt,PureLife,35.25
290,SKU-00290,Dairy,Milk,UrbanTaste,25.01
291,SKU-00291,Snacks,Biscuits,AlphaFoods,14.01
292,SKU-00292,Dairy,Yogurt,AlphaFoods,7.74
293,SKU-00293,Grocery,Oil,Sunrise,21.78
294,SKU-00294,Snacks,Chips,GreenLine,12.33
295,SKU-00295,Dairy,Cheese,UrbanTaste,7.61
296,SKU-00296,PersonalCare,Shampoo,NovaFresh,31.88
297,SKU-00297,Snacks,Biscuits,UrbanTaste,11.25
298,SKU-00298,Beverage,Soda,Sunrise,32.86
299,SKU-00299,Snacks,Nuts,PureLife,33.77
300,SKU-00300,Grocery,Rice,Sunrise,22.2
301,SKU-00301,Frozen,Veg,AlphaFoods,26.38
302,SKU-00302,PersonalCare,Shampoo,GreenLine,12.19
303,SKU-00303,Snacks,Chips,PureLife,15.0
304,SKU-00304,Snacks,Chips,PureLife,35.4
305,SKU-00305,PersonalCare,Toothpaste,PureLife,22.52
306,SKU-00306,Dairy,Cheese,UrbanTaste,30.57
307,SKU-00307,Dairy,Cheese,Sunrise,36.01
308,SKU-00308,Dairy,Yogurt,Sunrise,7.25
309,SKU-00309,Grocery,Pasta,PureLife,19.22
310,SKU-00310,PersonalCare,Toothpaste,PureLife,34.88
311,SKU-00311,PersonalCare,Toothpaste,Sunrise,35.19
312,SKU-00312,Beverage,Water,NovaFresh,8.12
313,SKU-00313,Grocery,Pasta,NovaFresh,12.7
314,SKU-00314,Frozen,Pizza,AlphaFoods,28.48
315,SKU-00315,Dairy,Milk,UrbanTaste,37.11
316,SKU-00316,Grocery,Pasta,AlphaFoods,2.24
317,SKU-00317,PersonalCare,Shampoo,PureLife,32.35
318,SKU-00318,Frozen,Veg,PureLife,30.46
319,SKU-00319,Snacks,Chips,Sunrise,30.76
320,SKU-00320,Snacks,Nuts,AlphaFoods,36.77
321,SKU-00321,Snacks,Chips,NovaFresh,29.52
322,SKU-00322,Frozen,Dessert,Sunrise,5.2
323,SKU-00323,Frozen,Dessert,UrbanTaste,7.01
324,SKU-00324,Beverage,Soda,Sunrise,16.75
325,SKU-00325,Snacks,Nuts,GreenLine,4.01
326,SKU-00326,Grocery,Oil,UrbanTaste,23.93
327,SKU-00327,Snacks,Nuts,GreenLine,32.5
328,SKU-00328,PersonalCare,Soap,NovaFresh,7.88
329,SKU-00329,Dairy,Yogurt,AlphaFoods,37.17
330,SKU-00330,Beverage,Soda,Sunrise,17.5
331,SKU-00331,Grocery,Pasta,UrbanTaste,9.02
332,SKU-00332,Frozen,Dessert,Sunrise,11.58
333,SKU-00333,Frozen,Pizza,GreenLine,29.49
334,SKU-00334,Beverage,Water,AlphaFoods,16.49
335,SKU-00335,Dairy,Cheese,GreenLine,21.98
336,SKU-00336,PersonalCare,Soap,NovaFresh,30.6
337,SKU-00337,Snacks,Biscuits,UrbanTaste,3.24
338,SKU-00338,Dairy,Yogurt,GreenLine,11.8
339,SKU-00339,Snacks,Nuts,UrbanTaste,26.49
340,SKU-00340,Beverage,Water,PureLife,19.66
341,SKU-00341,Grocery,Rice,NovaFresh,0.5
342,SKU-00342,Frozen,Veg,UrbanTaste,16.39
343,SKU-00343,Snacks,Nuts,AlphaFoods,29.23
344,SKU-00344,Beverage,Soda,PureLife,36.96
345,SKU-00345,Grocery,Rice,NovaFresh,22.17
346,SKU-00346,PersonalCare,Shampoo,GreenLine,17.79
347,SKU-00347,Beverage,Soda,AlphaFoods,13.15
348,SKU-00348,Snacks,Nuts,Sunrise,3.07
349,SKU-00349,Grocery,Pasta,NovaFresh,1.42
350,SKU-00350,Dairy,Cheese,GreenLine,21.29
351,SKU-00351,Dairy,Cheese,GreenLine,37.88
352,SKU-00352,Beverage,Soda,GreenLine,26.4
353,SKU-00353,PersonalCare,Soap,AlphaFoods,36.41
354,SKU-00354,PersonalCare,Toothpaste,GreenLine,39.22
355,SKU-00355,Frozen,Veg,GreenLine,10.25
356,SKU-00356,PersonalCare,Shampoo,Sunrise,22.09
357,SKU-00357,Frozen,Veg,Sunrise,11.95
358,SKU-00358,Grocery,Pasta,NovaFresh,26.07
359,SKU-00359,Frozen,Veg,PureLife,39.92
360,SKU-00360,Frozen,Dessert,NovaFresh,29.79
361,SKU-00361,Dairy,Yogurt,AlphaFoods,16.54
362,SKU-00362,PersonalCare,Shampoo,AlphaFoods,16.41
363,SKU-00363,Snacks,Nuts,AlphaFoods,30.41
364,SKU-00364,Dairy,Milk,Sunrise,22.78
365,SKU-00365,Snacks,Nuts,NovaFresh,22.65
366,SKU-00366,Snacks,Biscuits,NovaFresh,20.89
367,SKU-00367,Snacks,Biscuits,UrbanTaste,4.12
368,SKU-00368,Frozen,Veg,AlphaFoods,2.99
369,SKU-00369,Grocery,Pasta,Sunrise,4.67
370,SKU-00370,Dairy,Cheese,AlphaFoods,31.79
371,SKU-00371,Snacks,Biscuits,UrbanTaste,6.9
372,SKU-00372,Snacks,Chips,GreenLine,6.78
373,SKU-00373,Beverage,Juice,Sunrise,4.03
374,SKU-00374,Beverage,Water,PureLife,35.48
375,SKU-00375,Grocery,Pasta,Sunrise,14.77
376,SKU-00376,Frozen,Pizza,NovaFresh,15.79
377,SKU-00377,PersonalCare,Soap,PureLife,38.08
378,SKU-00378,Snacks,Chips,GreenLine,35.04
379,SKU-00379,Beverage,Water,NovaFresh,9.51
380,SKU-00380,Dairy,Yogurt,UrbanTaste,39.63
381,SKU-00381,PersonalCare,Toothpaste,PureLife,33.92
382,SKU-00382,Beverage,Juice,NovaFresh,23.11
383,SKU-00383,Dairy,Yogurt,Sunrise,13.25
384,SKU-00384,Frozen,Pizza,PureLife,31.41
385,SKU-00385,Dairy,Milk,PureLife,32.66
386,SKU-00386,PersonalCare,Shampoo,GreenLine,31.12
387,SKU-00387,Dairy,Yogurt,GreenLine,24.4
388,SKU-00388,Dairy,Cheese,NovaFresh,33.67
389,SKU-00389,Grocery,Pasta,AlphaFoods,9.72
390,SKU-00390,PersonalCare,Soap,Sunrise,31.19
391,SKU-00391,Grocery,Pasta,Sunrise,37.74
392,SKU-00392,Dairy,Yogurt,AlphaFoods,37.85
393,SKU-00393,Beverage,Water,Sunrise,4.12
394,SKU-00394,PersonalCare,Toothpaste,Sunrise,17.86
395,SKU-00395,Frozen,Veg,UrbanTaste,35.35
396,SKU-00396,Frozen,Dessert,PureLife,35.97
397,SKU-00397,Frozen,Dessert,NovaFresh,39.63
398,SKU-00398,Snacks,Chips,UrbanTaste,13.93
399,SKU-00399,Frozen,Dessert,Sunrise,28.99
400,SKU-00400,Beverage,Soda,GreenLine,38.16
401,SKU-00401,Dairy,Milk,NovaFresh,29.74
402,SKU-00402,Grocery,Rice,Sunrise,30.15
403,SKU-00403,Beverage,Soda,GreenLine,7.79
404,SKU-00404,Beverage,Soda,PureLife,39.41
405,SKU-00405,Frozen,Pizza,Sunrise,5.34
406,SKU-00406,Grocery,Pasta,UrbanTaste,28.07
407,SKU-00407,Frozen,Dessert,AlphaFoods,16.46
408,SKU-00408,Frozen,Dessert,UrbanTaste,14.44
409,SKU-00409,Frozen,Veg,PureLife,5.4
410,SKU-00410,Snacks,Nuts,AlphaFoods,38.67
411,SKU-00411,Grocery,Pasta,PureLife,1.52
412,SKU-00412,Frozen,Veg,GreenLine,35.85
413,SKU-00413,PersonalCare,Soap,UrbanTaste,38.44
414,SKU-00414,Frozen,Pizza,PureLife,13.17
415,SKU-00415,Beverage,Soda,GreenLine,37.54
416,SKU-00416,Dairy,Yogurt,NovaFresh,24.23
417,SKU-00417,PersonalCare,Soap,NovaFresh,34.56
418,SKU-00418,Dairy,Yogurt,GreenLine,16.76
419,SKU-00419,Frozen,Veg,UrbanTaste,32.02
420,SKU-00420,Dairy,Yogurt,Sunrise,13.03
421,SKU-00421,PersonalCare,Soap,GreenLine,14.98
422,SKU-00422,Dairy,Cheese,UrbanTaste,3.96
423,SKU-00423,Snacks,Chips,AlphaFoods,33.06
424,SKU-00424,Beverage,Soda,UrbanTaste,21.47
425,SKU-00425,PersonalCare,Soap,NovaFresh,4.23
426,SKU-00426,Grocery,Rice,AlphaFoods,23.22
427,SKU-00427,Dairy,Cheese,GreenLine,12.56
428,SKU-00428,Dairy,Milk,PureLife,17.09
429,SKU-00429,Frozen,Pizza,NovaFresh,4.44
430,SKU-00430,Dairy,Yogurt,PureLife,29.55
431,SKU-00431,Frozen,Pizza,UrbanTaste,20.47
432,SKU-00432,PersonalCare,Toothpaste,NovaFresh,10.82
433,SKU-00433,Frozen,Veg,PureLife,39.54
434,SKU-00434,Snacks,Biscuits,Sunrise,31.76
435,SKU-00435,Snacks,Chips,GreenLine,15.31
436,SKU-00436,Frozen,Pizza,Sunrise,34.4
437,SKU-00437,Frozen,Dessert,PureLife,27.65
438,SKU-00438,Beverage,Juice,Sunrise,23.11
439,SKU-00439,Frozen,Pizza,AlphaFoods,28.83
440,SKU-00440,Frozen,Pizza,NovaFresh,28.69
441,SKU-00441,PersonalCare,Soap,Sunrise,14.47
442,SKU-00442,Beverage,Soda,UrbanTaste,14.43
443,SKU-00443,Beverage,Juice,AlphaFoods,16.6
444,SKU-00444,Snacks,Nuts,AlphaFoods,5.78
445,SKU-00445,PersonalCare,Soap,PureLife,24.56
446,SKU-00446,Frozen,Dessert,Sunrise,14.12
447,SKU-00447,Beverage,Soda,NovaFresh,29.49
448,SKU-00448,PersonalCare,Soap,UrbanTaste,3.24
449,SKU-00449,Frozen,Veg,AlphaFoods,18.73
450,SKU-00450,Snacks,Biscuits,GreenLine,2.82
451,SKU-00451,Frozen,Veg,PureLife,24.68
452,SKU-00452,Frozen,Dessert,PureLife,24.47
453,SKU-00453,Snacks,Biscuits,PureLife,17.42
454,SKU-00454,Dairy,Milk,PureLife,5.25
455,SKU-00455,Frozen,Veg,PureLife,30.87
456,SKU-00456,Beverage,Water,AlphaFoods,22.21
457,SKU-00457,PersonalCare,Toothpaste,UrbanTaste,2.06
458,SKU-00458,Beverage,Juice,Sunrise,39.55
459,SKU-00459,Snacks,Nuts,Sunrise,29.15
460,SKU-00460,PersonalCare,Toothpaste,NovaFresh,32.02
461,SKU-00461,Frozen,Veg,GreenLine,11.91
462,SKU-00462,Grocery,Rice,AlphaFoods,25.64
463,SKU-00463,Dairy,Yogurt,AlphaFoods,36.33
464,SKU-00464,Frozen,Veg,Sunrise,8.19
465,SKU-00465,Frozen,Pizza,UrbanTaste,4.35
466,SKU-00466,Beverage,Water,AlphaFoods,31.73
467,SKU-00467,Dairy,Cheese,Sunrise,16.89
468,SKU-00468,PersonalCare,Shampoo,PureLife,3.34
